created_at,request_time,request_type,team_name,status,settlement_status,name,email,amount,currency_code,title,"accounting system code","image url"
"2022-05-05 11:27:50","2022-05-05 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,14.00,SGD,1,,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-05/627344316c4e1/w8si4fq2m26e8mmc0t5tjromam3dh083.pdf
"2022-05-05 11:26:02","2022-05-05 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,2852.00,SGD,"test message 9152",,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-05/627343ab56771/4xrpa125po1wwsvy62bv4xf62dwua9ft.pdf
"2022-05-05 11:22:40","2022-05-05 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,9821.00,SGD,"test message 4944",,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-05/627342fc9b819/j7rs9girzpaaobt8lugg2c5pcid7gvwu.pdf
"2022-05-05 11:20:10","2022-05-05 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,4505.00,SGD,"test message 2778",,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-05/6273426080c23/shlf38l8a9ggr5qc7jjfxrz7qxzgdpup.pdf
"2022-05-05 11:19:24","2022-05-05 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,2893.00,SGD,"test message 2405",,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-05/6273422dea44f/y7r82rr7vr7ce7nw2e1m3trk25swcyb3.pdf
"2022-05-05 11:15:54","2022-05-05 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,1925.00,SGD,"test message 2749",,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-05/62734165d1943/ycimftggyvjwiqtr7kqk1chplolile02.pdf
"2022-05-05 11:12:47","2022-05-05 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,2299.00,SGD,"test message 2031",,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-05/627340ab76406/xyw3ql7mfchp2odq9dtsblpwlcuibj7a.pdf
"2022-05-05 11:08:13","2022-05-05 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,5745.00,SGD,"test message 4584",,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-05/62733f8bafb85/ilmxp1h1nfbkpj30xzpzijxc8gqiszzi.pdf
"2022-05-05 10:57:34","2022-05-05 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,3456.00,SGD,fewef,,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-05/62733d18428c6/s8droyo0i0gy7r9gcfy43b2w5xwyuf0e.pdf
"2022-05-05 03:40:14","2022-05-05 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,44.00,SGD,ewnwfeomew,,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-04/6272d6959be49/xjdawvec5bfk3o8k2tb8sf7hphihnci3.pdf
"2022-05-05 03:32:42","2022-05-05 08:00:00",reimbursement,"BEL DEL",approved,pending,admin,admin@bd.com,5561.00,SGD,"test message 6708",,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-04/6272d4d19b5e3/qnwkm90vj4b8hnt18ccfbtxmkkbck21s.pdf
"2022-05-05 01:58:09","2022-05-04 08:00:00",reimbursement,"BEL DEL",approved,pending,admin,admin@bd.com,50.00,SGD,jknlmlml,,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-05-04/6272beafd2138/mzev8193g1cysoyb57v2wjwbechr40a6.png
"2022-04-28 10:27:55","2022-04-28 10:27:55",invoice,"BEL DEL",waiting_approval,waiting_approval,admin,admin@bd.com,23.00,SGD,,,
"2022-04-28 10:24:25","2022-04-28 10:24:25",invoice,"BEL DEL",approved,received,admin,admin@bd.com,17.33,SGD,,,
"2022-04-27 19:30:38","2022-04-01 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,1.00,SGD," ",429,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-04-27/6269295d07835/cb88ri4n3ew7l7615lgyotclukw03szs.pdf
"2022-04-27 19:29:23","2022-04-27 19:29:23",topup,"BEL DEL",approved,,admin,admin@bd.com,10.00,SGD,,,
"2022-04-27 19:10:41","2022-04-03 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,1.00,SGD," ",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-04-27/626924a8ceb5e/ogjtcb9dlw4s5rssmutvhdiy8e1kjzlx.pdf
"2022-04-27 19:09:20","2022-04-27 19:09:20",topup,"BEL DEL",pending,,admin,admin@bd.com,10.00,SGD,,,
"2022-04-27 18:09:29","2022-04-27 18:09:29",invoice,"BEL DEL",waiting_approval,waiting_approval,admin,admin@bd.com,342342.00,SGD,,,
"2022-04-27 17:48:14","2022-04-27 17:48:14",invoice,"BEL DEL",waiting_approval,waiting_approval,admin,admin@bd.com,11111.00,SGD,,,
"2022-04-27 17:21:27","2022-04-27 17:21:27",invoice,"BEL DEL",approved,settled,admin,admin@bd.com,111.00,SGD,,,
"2022-04-27 17:17:24","2022-04-27 17:17:24",invoice,"BEL DEL",approved,settled,admin,admin@bd.com,111.00,SGD,,,
"2022-04-27 14:33:56","2022-04-27 14:33:56",invoice,"BEL DEL",waiting_approval,waiting_approval,admin,admin@bd.com,130.99,SGD,,,
"2022-04-27 13:06:49","2022-04-27 13:06:49",invoice,Test,approved,pending,admin,admin@bd.com,10.00,SGD,,,
"2022-04-26 15:34:21","2022-04-26 08:00:00",reimbursement,"BEL DEL",approved,pending,admin,admin@bd.com,202.00,SGD," ",429,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-04-26/6267a07a83b52/g3rm3vnmlc0vl502yugc88u8t7p0bi48.pdf
"2022-04-26 15:17:14","2022-04-26 08:00:00",reimbursement,"BEL DEL",approved,pending,admin,admin@bd.com,101.00,SGD," ",429,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-04-26/62679c7871f07/xsxz66rh0nhf92m5hbgrjeaulv2d1jmk.pdf
"2022-04-25 11:34:55","2022-04-25 11:34:55",invoice,"BEL DEL",waiting_approval,waiting_approval,admin,admin@bd.com,12.19,SGD,,,
"2022-04-25 06:59:13","2022-04-25 06:59:13",invoice,"BEL DEL",approved,pending,admin,admin@bd.com,5.00,SGD,,,
"2022-04-22 15:27:07","2022-04-22 15:27:07",invoice,"BEL DEL",approved,settled,admin,admin@bd.com,381.18,SGD,,,
"2022-04-22 14:49:46","2022-04-22 14:49:46",invoice,"BEL DEL",approved,pending,admin,admin@bd.com,500.00,SGD,,,
"2022-04-21 17:37:44","2022-04-21 17:37:44",invoice,Duno,approved,pending,admin,admin@bd.com,99999999.00,SGD,,,
"2022-04-21 17:36:54","2022-04-21 17:36:54",invoice,Duno,waiting_approval,waiting_approval,admin,admin@bd.com,999999.00,SGD,,,
"2022-04-20 20:03:36","2022-04-20 20:03:36",invoice,"BEL DEL",approved,settled,admin,admin@bd.com,1000.00,SGD,,,
"2022-04-20 20:02:07","2022-04-20 20:02:07",invoice,Marketing,approved,settled,admin,admin@bd.com,10.00,SGD,,,
"2022-04-20 15:11:37","2022-04-20 08:00:00",reimbursement,"BEL DEL",approved,pending,admin,admin@bd.com,5.00,SGD,dsad,429,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-04-20/625fb2286bc8c/sfip8hj2bsnf4ith2gx0m6xcshcx5tv1.png
"2022-04-18 23:39:40","2022-04-18 23:39:40",invoice,"BEL DEL",waiting_approval,waiting_approval,admin,admin@bd.com,5.00,SGD,,,
"2022-04-18 21:18:12","2022-04-18 21:18:12",invoice,"BEL DEL",rejected,rejected,admin,admin@bd.com,2.84,SGD,,429,
"2022-04-18 21:16:56","2022-04-18 21:16:56",invoice,"BEL DEL",approved,settled,admin,admin@bd.com,6.00,SGD,,408,
"2022-04-18 20:23:44","2022-04-18 20:23:44",invoice,"BEL DEL",approved,received,admin,admin@bd.com,1.90,SGD,,300,
"2022-04-18 20:20:46","2022-04-18 20:20:46",invoice,"BEL DEL",approved,settled,admin,admin@bd.com,6.00,SGD,,485,
"2022-04-13 15:51:17","2022-04-13 15:51:17",invoice,"BEL DEL",approved,settled,admin,admin@bd.com,100.00,SGD,,,
"2022-04-12 23:43:52","2022-04-12 23:43:52",invoice,Marketing,approved,pending,admin,admin@bd.com,500.00,SGD,,,
"2022-04-12 17:21:28","2022-04-12 17:21:28",invoice,"BEL DEL",rejected,rejected,admin,admin@bd.com,2.03,SGD,,,
"2022-04-12 17:21:27","2022-04-12 17:21:27",invoice,"BEL DEL",rejected,rejected,admin,admin@bd.com,9.50,SGD,,,
"2022-04-12 17:21:27","2022-04-12 17:21:27",invoice,"BEL DEL",rejected,rejected,admin,admin@bd.com,7.42,SGD,,,
"2022-04-12 17:21:26","2022-04-12 17:21:26",invoice,"BEL DEL",rejected,rejected,admin,admin@bd.com,17.93,SGD,,,
"2022-04-12 17:21:26","2022-04-12 17:21:26",invoice,"BEL DEL",rejected,rejected,admin,admin@bd.com,2.00,SGD,,,
"2022-04-12 17:21:25","2022-04-12 17:21:25",invoice,"BEL DEL",rejected,rejected,admin,admin@bd.com,3.00,SGD,,,
"2022-04-12 17:21:25","2022-04-12 17:21:25",invoice,"BEL DEL",rejected,rejected,admin,admin@bd.com,5.46,SGD,,,
"2022-04-12 15:03:47","2022-04-12 15:03:47",invoice,"BEL DEL",approved,pending,admin,admin@bd.com,405.46,SGD,,,
"2022-04-12 15:00:32","2022-04-12 15:00:32",invoice,"BEL DEL",approved,pending,admin,admin@bd.com,2027.06,SGD,,,
"2022-04-11 16:06:04","2022-04-05 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,13.00,SGD," ",,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-04-11/6253e168c121c/dplp1h92h93gxk1fg6gtw65z55xbqlhd.jpg
"2022-04-08 22:57:26","2022-04-08 22:57:26",invoice,"BEL DEL",approved,settled,admin,admin@bd.com,5.45,SGD,"sample email",,
"2022-04-08 22:56:10","2022-04-08 22:56:10",invoice,"BEL DEL",approved,pending,admin,admin@bd.com,5.45,SGD,,,
"2022-04-08 14:00:53","2022-04-08 14:00:53",invoice,"BEL DEL",approved,settled,admin,admin@bd.com,6.81,SGD,,,
"2022-04-07 12:49:00","2022-04-07 12:49:00",invoice,"Prod Design",approved,pending,admin,admin@bd.com,0.22,SGD,,,
"2022-04-07 12:48:59","2022-04-07 12:48:59",invoice,"Prod Design",approved,pending,admin,admin@bd.com,284.22,SGD,,,
"2022-04-05 15:28:46","2022-04-05 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,1.00,SGD,a,,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-04-05/624befad3627c/q47g9gkfs42w5bv1sv012rxyg9e4usw7.png
"2022-04-05 15:09:48","2022-04-02 08:00:00",reimbursement,"BEL DEL",approved,pending,admin,admin@bd.com,10000000.00,IDR," ",,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-04-05/624beb3bec6e5/xhuhzo3uck4qqwm0cw4wbo9pxj6565wc.png
"2022-04-05 10:56:33","2022-04-05 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,10.00,SGD,sd,,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-04-05/624bafe0ee4b8/1eeqrihgk051ml0hoh3ot1n2rw7u3er8.png
"2022-04-05 10:44:06","2022-04-13 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,10.00,SGD," ",433,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-04-05/624bacf3e51a3/mcq3d8h8xbjyfzdrvsil5eqyz2m7brlt.pdf
"2022-04-05 10:39:34","2022-04-14 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,20.00,SGD," ",485,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-04-05/624babe405a61/95eu2v4n25i2147c1xf6uelqcytndmth.pdf
"2022-04-01 19:50:16","2022-04-01 08:00:00",reimbursement,"BEL DEL",pending,pending,admin,admin@bd.com,10.00,SGD,dsad,429,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-04-01/6246e6f5964d5/dtl2nf03ecrg8rhiefdxqsdmegl2muws.png
"2022-04-01 12:59:20","2022-04-01 12:59:20",invoice,"BEL DEL",waiting_approval,waiting_approval,admin,admin@bd.com,105.09,SGD,,,
"2022-04-01 12:59:19","2022-04-01 12:59:19",invoice,"BEL DEL",waiting_approval,waiting_approval,admin,admin@bd.com,328.42,SGD,,,
"2022-04-01 12:59:19","2022-04-01 12:59:19",invoice,"BEL DEL",waiting_approval,waiting_approval,admin,admin@bd.com,126.98,SGD,,,
"2022-04-01 12:59:19","2022-04-01 12:59:19",invoice,"BEL DEL",waiting_approval,waiting_approval,admin,admin@bd.com,105.09,SGD,,,
"2022-04-01 12:59:18","2022-04-01 12:59:18",invoice,"BEL DEL",waiting_approval,waiting_approval,admin,admin@bd.com,252.27,SGD,,,
"2022-04-01 12:59:18","2022-04-01 12:59:18",invoice,"BEL DEL",approved,pending,admin,admin@bd.com,328.42,SGD,,,
"2022-04-01 12:59:17","2022-04-01 12:59:17",invoice,"BEL DEL",approved,pending,admin,admin@bd.com,315.28,SGD,,,
"2022-03-31 17:01:57","2022-03-31 17:01:57",invoice,"BEL DEL",waiting_approval,waiting_approval,admin,admin@bd.com,0.00,SGD,,,
"2022-03-31 01:48:17","2022-03-08 08:00:00",reimbursement,"BEL DEL",approved,pending,admin,admin@bd.com,6.00,SGD," ",429,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-03-30/624497dfa937d/k9i7g4g9bfowz5uqc13jxxbnuugqyml5.jpg
"2022-03-29 18:06:23","2022-03-29 18:06:23",invoice,"BEL DEL",approved,settled,admin,admin@bd.com,14.37,SGD,,,
"2022-03-29 17:09:07","2022-03-29 17:09:07",invoice,"BEL DEL",approved,settled,admin,admin@bd.com,10.15,SGD,,,
"2022-03-28 19:29:49","2022-03-28 19:29:49",invoice,"BEL DEL",rejected,rejected,admin,admin@bd.com,5.00,SGD,,,
"2022-03-28 11:41:55","2022-03-28 11:41:55",invoice,"BEL DEL",waiting_approval,waiting_approval,admin,admin@bd.com,356.40,SGD,,,
"2022-03-28 11:40:16","2022-03-28 11:40:16",invoice,"BEL DEL",approved,received,admin,admin@bd.com,356.40,SGD,,,
"2022-03-25 10:53:52","2022-03-25 10:53:52",invoice,"BEL DEL",waiting_approval,waiting_approval,admin,admin@bd.com,2412.05,SGD,,,
"2022-03-25 10:53:51","2022-03-25 10:53:51",invoice,"BEL DEL",waiting_approval,waiting_approval,admin,admin@bd.com,8.89,SGD,,,
"2022-03-23 19:46:04","2022-03-23 19:46:04",invoice,"BEL DEL",approved,received,admin,admin@bd.com,17.93,SGD,,,
"2022-03-23 19:38:57","2022-03-23 19:38:57",invoice,"BEL DEL",approved,settled,admin,admin@bd.com,10.00,SGD,,,
"2022-03-23 19:36:16","2022-03-23 19:36:16",invoice,"BEL DEL",waiting_approval,waiting_approval,admin,admin@bd.com,50.00,SGD,"test remarks",408,
"2022-03-23 19:00:48","2022-03-23 19:00:48",invoice,"Senthil - Test",approved,received,admin,admin@bd.com,120.00,SGD,"Test remarks",408,
"2022-03-23 18:57:20","2022-03-23 18:57:20",invoice,"BEL DEL",approved,received,admin,admin@bd.com,120.00,SGD,,,
"2022-03-23 17:14:51","2022-03-23 17:14:51",invoice,"BEL DEL",approved,received,admin,admin@bd.com,100.00,SGD,,,
"2022-03-23 16:45:20","2022-03-23 16:45:20",invoice,"Senthil - Test",approved,pending,admin,admin@bd.com,200.00,SGD,,,
"2022-03-23 14:43:05","2022-03-23 14:43:05",invoice,"BEL DEL",waiting_approval,waiting_approval,admin,admin@bd.com,123.00,SGD,,,
"2022-03-22 17:10:15","2022-03-22 17:10:15",invoice,"BEL DEL",approved,settled,admin,admin@bd.com,15.00,SGD,,,
"2022-03-22 13:53:58","2022-03-22 13:53:58",invoice,"BEL DEL",approved,received,admin,admin@bd.com,67.95,SGD,,,
"2022-03-22 13:37:59","2022-03-22 13:37:59",invoice,"BEL DEL",approved,settled,admin,admin@bd.com,51.00,SGD,,,
"2022-03-21 19:28:44","2022-03-21 19:28:44",invoice,"BEL DEL",approved,received,admin,admin@bd.com,67.83,SGD,,,
"2022-03-21 19:20:43","2022-03-21 19:20:43",invoice,"BEL DEL",approved,received,admin,admin@bd.com,54266.94,SGD,,,
"2022-03-21 19:14:52","2022-03-21 19:14:52",invoice,"BEL DEL",approved,settled,admin,admin@bd.com,123.00,SGD,"Test Remarks",,
"2022-03-21 19:12:36","2022-03-21 19:12:36",invoice,"BEL DEL",approved,received,admin,admin@bd.com,500.00,SGD,,,
"2022-03-17 14:49:55","2022-03-17 14:49:55",invoice,"BEL DEL",approved,settled,admin,admin@bd.com,125.00,SGD,"Payment for the materials received on 9th March 2022",,
"2022-03-17 12:31:24","2022-03-17 12:31:24",invoice,"BEL DEL",approved,received,admin,admin@bd.com,12.00,SGD,"test reamrks",,
"2022-03-16 21:04:15","2022-03-16 21:04:15",invoice,"BEL DEL",waiting_approval,waiting_approval,admin,admin@bd.com,100.00,SGD,,,
"2022-03-16 20:54:31","2022-03-16 20:54:31",invoice,"BEL DEL",approved,settled,admin,admin@bd.com,50.00,SGD,,,
"2022-03-16 17:19:12","2022-03-16 17:19:12",invoice,"BEL DEL",approved,received,admin,admin@bd.com,10.00,SGD,,,
"2022-03-14 13:33:21","2022-03-14 08:00:00",reimbursement,"BEL DEL",approved,pending,admin,admin@bd.com,5.00,SGD,dsada,429,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-03-14/622ed3a00b87e/aldec5msqklw6e49xs6ixs45vqqowmpn.png
"2022-03-10 14:17:54","2022-03-10 08:00:00",reimbursement,"BEL DEL",approved,pending,admin,admin@bd.com,0.01,SGD,test,,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-03-10/622998115cb4e/hxbmm4s6g4b5thge30l52ndtcfb41uo1.csv
"2022-03-09 12:28:28","2022-03-09 12:28:28",topup,"Team Sam",pending,,admin,admin@bd.com,11.50,SGD,,,
"2022-03-08 19:34:43","2022-03-08 19:34:43",invoice,"Senthil - Test",approved,settled,admin,admin@bd.com,201.00,SGD,,,
"2022-03-08 19:32:38","2022-03-08 19:32:38",invoice,"Senthil - Test",waiting_approval,waiting_approval,admin,admin@bd.com,500.00,SGD,,,
"2022-03-08 16:58:13","2022-03-08 16:58:13",invoice,"BEL DEL",waiting_approval,waiting_approval,admin,admin@bd.com,1000000.00,SGD,,300,
"2022-03-08 11:29:42","2022-03-02 08:00:00",reimbursement,"BEL DEL",approved,pending,admin,admin@bd.com,1.00,SGD,test,,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-03-08/6226cda4042e7/mtkwaan21uplyxba6qmh9sdloyl2mlt2.jpeg
"2022-03-08 04:17:57","2022-03-08 04:17:57",topup,"BEL DEL",approved,,admin,admin@bd.com,1.00,SGD,,,
"2022-03-07 17:51:38","2022-03-08 08:00:00",reimbursement,"BEL DEL",approved,pending,admin,admin@bd.com,10.00,SGD,sampleee,485,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-03-07/6225d5a813ee5/7r3a6pdbsmkwarunldsd0cb3e3aqhvme.png
"2022-03-07 14:21:49","2022-03-07 14:21:49",invoice,"Senthil - Test",approved,settled,admin,admin@bd.com,200.00,SGD,,,
"2022-03-07 12:21:34","2022-03-07 12:21:34",invoice,"Senthil - Test",approved,settled,admin,admin@bd.com,2.00,SGD,test,485,
"2022-03-07 11:16:04","2022-03-07 11:16:04",invoice,"BEL DEL",approved,received,admin,admin@bd.com,10.00,SGD,,,
"2022-03-07 11:09:12","2022-03-07 08:00:00",reimbursement,"BEL DEL",rejected,pending,admin,admin@bd.com,90.00,SGD,"Konami Satu",,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-03-07/62257753a9faa/46t2wpk23q6wvxvjetd2ll4qn5rrn1pm.png
"2022-03-06 11:27:30","2022-03-03 08:00:00",reimbursement,"BEL DEL",approved,pending,admin,admin@bd.com,12.00,SGD," ",429,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-03-06/62242a2091d40/onkjtpwtx04dqi1gdui48n30qngnuoio.csv
"2022-03-02 16:30:05","2022-03-02 16:30:05",invoice,Eugene-test,rejected,rejected,admin,admin@bd.com,50000.00,SGD,,,
"2022-03-02 16:29:25","2022-03-02 16:29:25",invoice,Marketing,waiting_approval,waiting_approval,admin,admin@bd.com,1000000.00,SGD,,,
"2022-03-02 16:25:28","2022-03-02 16:25:28",invoice,"BEL DEL",approved,pending,admin,admin@bd.com,1000000.00,SGD,,,
"2022-03-02 11:51:45","2022-03-03 08:00:00",reimbursement,"BEL DEL",approved,pending,admin,admin@bd.com,1.00,SGD," ",429,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-03-02/621ee9c620a82/jmkoenesqyqb2k1ad5fxteb43vy5drdi.pdf
"2022-03-02 11:43:08","2022-03-02 08:00:00",reimbursement,"BEL DEL",approved,pending,admin,admin@bd.com,1.00,USD,"Test Claim ",300,https://spenmo-staging-monolith.s3-ap-southeast-1.amazonaws.com/receipts/60519c749e504/2022-03-02/621ee7c525515/v44zw05mr0f16l7cw1e4lkkn9lkirgxf.pdf
"2022-02-28 17:25:30","2022-02-28 17:25:30",invoice,"BEL DEL",approved,settled,admin,admin@bd.com,1.00,SGD,,,
"2022-02-28 17:23:41","2022-02-28 17:23:41",invoice,"BEL DEL",waiting_approval,waiting_approval,admin,admin@bd.com,12.00,SGD,,,
"2022-02-28 17:22:52","2022-02-28 17:22:52",invoice,"BEL DEL",waiting_approval,waiting_approval,admin,admin@bd.com,10.00,SGD,,,
"2022-02-28 17:15:33","2022-02-28 17:15:33",invoice,"BEL DEL",waiting_approval,waiting_approval,admin,admin@bd.com,106.05,SGD,,,
"2022-02-28 17:15:33","2022-02-28 17:15:33",invoice,"BEL DEL",approved,pending,admin,admin@bd.com,254.57,SGD,,,
"2022-02-28 17:15:29","2022-02-28 17:15:29",invoice,"BEL DEL",waiting_approval,waiting_approval,admin,admin@bd.com,331.42,SGD,,,
"2022-02-28 17:15:22","2022-02-28 17:15:22",invoice,"BEL DEL",waiting_approval,waiting_approval,admin,admin@bd.com,128.14,SGD,,,
"2022-02-28 17:15:22","2022-02-28 17:15:22",invoice,"BEL DEL",waiting_approval,waiting_approval,admin,admin@bd.com,331.42,SGD,,,
"2022-02-28 17:15:22","2022-02-28 17:15:22",invoice,"BEL DEL",waiting_approval,waiting_approval,admin,admin@bd.com,318.16,SGD,,,
"2022-02-28 17:15:21","2022-02-28 17:15:21",invoice,"BEL DEL",waiting_approval,waiting_approval,admin,admin@bd.com,106.05,SGD,,,
"2022-02-28 15:01:52","2022-02-28 15:01:52",invoice,"Team Sam",waiting_approval,waiting_approval,admin,admin@bd.com,1892.40,SGD,"this is a note",433,
"2022-02-28 14:59:04","2022-02-28 14:59:04",invoice,"BEL DEL",rejected,rejected,admin,admin@bd.com,99.00,SGD,"this is a note",485,
"2022-02-28 14:05:50","2022-02-28 14:05:50",invoice,"BEL DEL",approved,pending,admin,admin@bd.com,30.00,SGD,,,
"2022-02-28 14:05:46","2022-02-28 14:05:46",invoice,"BEL DEL",approved,pending,admin,admin@bd.com,9.70,SGD,,,
"2022-02-28 14:05:46","2022-02-28 14:05:46",invoice,"BEL DEL",waiting_approval,waiting_approval,admin,admin@bd.com,9.70,SGD,,,
"2022-02-25 17:42:25","2022-02-25 17:42:25",topup,"BEL DEL",approved,,admin,admin@bd.com,25.00,SGD,,,
"2022-02-25 15:44:34","2022-02-25 15:44:34",invoice,"BEL DEL",approved,pending,admin,admin@bd.com,123.00,SGD,,,
"2022-02-25 15:43:35","2022-02-25 15:43:35",invoice,"BEL DEL",approved,pending,admin,admin@bd.com,123.00,SGD,,,
"2022-02-25 11:08:20","2022-02-25 11:08:20",invoice,"Senthil - Test",approved,pending,admin,admin@bd.com,100.00,SGD,"Test SGD to IDR",408,
"2022-02-24 15:14:50","2022-02-24 15:14:50",invoice,"Sam test Nov 5",approved,pending,admin,admin@bd.com,10.00,SGD,,,
"2022-02-24 15:03:13","2022-02-24 15:03:13",invoice,"BEL DEL",approved,pending,admin,admin@bd.com,887.25,SGD,,433,
"2022-02-24 11:09:41","2022-02-24 11:09:41",invoice,"BEL DEL",approved,settled,admin,admin@bd.com,52.43,SGD,,485,
"2022-02-23 16:08:38","2022-02-23 16:08:38",topup,"BEL DEL",approved,,admin,admin@bd.com,5.00,SGD,,,
"2022-02-23 13:43:05","2022-02-23 13:43:05",invoice,"BEL DEL",approved,received,admin,admin@bd.com,0.00,SGD,"Test client notes",429,
"2022-02-23 11:49:13","2022-02-23 11:49:13",invoice,"BEL DEL",waiting_approval,waiting_approval,admin,admin@bd.com,100.00,SGD,,,
"2022-02-23 11:49:13","2022-02-23 11:49:13",invoice,"BEL DEL",waiting_approval,waiting_approval,admin,admin@bd.com,9.37,SGD,,,
"2022-02-23 11:49:12","2022-02-23 11:49:12",invoice,"BEL DEL",rejected,rejected,admin,admin@bd.com,13.45,SGD,,,
"2022-02-23 11:39:12","2022-02-23 11:39:12",invoice,"BEL DEL",approved,received,admin,admin@bd.com,100.00,SGD,,,
"2022-02-22 11:34:10","2022-02-22 11:34:10",invoice,"BEL DEL",waiting_approval,waiting_approval,admin,admin@bd.com,1000.00,SGD,,300,
"2022-02-21 15:41:35","2022-02-21 15:41:35",invoice,"BEL DEL",waiting_approval,waiting_approval,admin,admin@bd.com,1.34,SGD,"Please use exchange rate 1",,
"2022-02-21 14:36:56","2022-02-21 14:36:56",invoice,"Senthil - Test",approved,reversed,admin,admin@bd.com,1.00,SGD,"Test the notes for the integration",,
"2022-02-18 18:25:19","2022-02-18 18:25:19",invoice,"Senthil - Test",approved,pending,admin,admin@bd.com,100.00,SGD,"Test SGD to SGD",,
"2022-02-18 18:25:19","2022-02-18 18:25:19",invoice,"Senthil - Test",waiting_approval,waiting_approval,admin,admin@bd.com,100.00,SGD,"TestSGDto USD",,
"2022-02-17 17:58:53","2022-02-17 17:58:53",invoice,"BEL DEL",approved,pending,admin,admin@bd.com,50.00,SGD,,,
"2022-02-17 14:47:19","2022-02-17 14:47:19",invoice,"BEL DEL",rejected,rejected,admin,admin@bd.com,128000.00,SGD,,,
"2022-02-17 12:10:02","2022-02-17 12:10:02",invoice,"BEL DEL",approved,settled,admin,admin@bd.com,10.00,SGD,,,
